Time(min),Theta(Degrees)
2346.0,174.7101551331664
2346.0,128.7509870377404
2346.0,154.58588534431243
2349.0,144.59949282878503
2349.0,58.80183846894867
2349.0,152.74567882419151
2349.0,23.109440077746164
2349.0,85.81853987687293
2349.0,27.408671790539714
2349.0,158.37012836546023
2349.0,169.32738741125195
2349.0,43.68377487532671
2349.0,0.814041374730319
2352.0,11.63514410646125
2352.0,141.57041174138396
2352.0,146.8126283402613
2352.0,56.72682692289614
2352.0,177.3802080638863
2352.0,177.59094212593277
2352.0,90.82819150865387
2352.0,32.46844866643499
2352.0,155.5046942242972
2352.0,164.7892517449692
2355.0,51.289735223090254
2355.0,33.78159937534301
2355.0,151.02770737152662
2355.0,8.363560293165834
2355.0,157.37300552465123
2355.0,177.8259588001744
2355.0,118.79934983345377
2355.0,78.62629850695491
2355.0,111.57051346278
2355.0,8.13060025095418
2358.0,137.45396833757727
2358.0,103.39261058361787
2358.0,101.01646181906486
2358.0,98.2374193432247
2358.0,110.42072316260159
2358.0,160.92155040627785
2358.0,27.82414883276838
2358.0,59.56122475737263
2358.0,133.19226397104217
2358.0,105.04770229769635
2361.0,175.81293221781135
2361.0,174.02591978632836
2361.0,22.49538437059649
2361.0,159.5962762163466
2361.0,38.72358927824655
2361.0,75.16940388775562
2361.0,15.282586447952479
2361.0,40.74910538565835
2361.0,47.86633065930107
2361.0,5.773958840352273
2364.0,127.36585745829777
2364.0,55.257333271910284
2364.0,91.83149073663434
2364.0,162.27108179080466
2364.0,4.94597043990469
2364.0,40.89827590905348
2364.0,170.24667181457517
2364.0,124.62977642044324
2364.0,86.44480907006992
2364.0,128.3500649336059
2367.0,124.0007801945811
2367.0,110.50279976338238
2367.0,108.75900238411027
2367.0,74.94929513849024
2367.0,7.7119844180773915
2367.0,39.913190511306524
2367.0,130.20015591819833
2367.0,125.64724221762314
2367.0,67.52055898641899
2367.0,40.89418844897395
2370.0,97.2629354888965
2370.0,46.365959026255844
2370.0,20.570939710437553
2370.0,140.3650987621944
2370.0,164.51386562149276
2370.0,152.81117729732318
2370.0,89.93595260337725
2370.0,27.90009474050068
2370.0,125.46906690012221
2370.0,168.50438840353218
2373.0,113.50433720220612
2373.0,147.68305267228854
